0,15:09:33,25SQCMICSBB028700B2D3,2
1,15:09:35,25SQCMICSBB028700B2D3,1
2,15:14:12,25SQCMICSBB028700B2D3,1
3,15:14:13,25SQCMICSBB028700B2D3,2
4,14:56:08,25SQCMICSBB039100B1CA,2
5,14:56:11,25SQCMICSBB039100B1CA,1
6,14:56:11,25SQCMICSBB039100B1CA,2
7,14:56:11,25SQCMICSBB039100B1CA,1
8,14:56:11,25SQCMICSBB039100B1CA,2
9,14:56:11,25SQCMICSBB039100B1CA,1
10,14:56:11,25SQCMICSBB039100B1CA,2
11,14:56:12,25SQCMICSBB039100B1CA,1
12,14:56:12,25SQCMICSBB039100B1CA,2
13,14:56:12,25SQCMICSBB039100B1CA,1
14,14:56:12,25SQCMICSBB039100B1CA,2
15,14:56:12,25SQCMICSBB039100B1CA,1
16,14:56:12,25SQCMICSBB039100B1CA,2
17,14:56:12,25SQCMICSBB039100B1CA,1
18,14:56:12,25SQCMICSBB039100B1CA,2
19,14:56:13,25SQCMICSBB039100B1CA,1
20,14:56:18,25SQCMICSBB039100B1CA,1
21,15:02:56,25SQCMICSBB039100B1CA,2
22,15:03:00,25SQCMICSBB039100B1CA,1
23,15:03:00,25SQCMICSBB039100B1CA,2
24,15:03:00,25SQCMICSBB039100B1CA,1
25,15:03:00,25SQCMICSBB039100B1CA,2
26,15:03:01,25SQCMICSBB039100B1CA,1
27,15:03:01,25SQCMICSBB039100B1CA,2
28,13:45:28,25SQCMICSBB047200B2A8,2
29,13:45:31,25SQCMICSBB047200B2A8,1
30,13:45:31,25SQCMICSBB047200B2A8,2
31,13:45:31,25SQCMICSBB047200B2A8,1
32,13:51:27,25SQCMICSBB047200B2A8,1
33,13:51:28,25SQCMICSBB047200B2A8,2
34,13:51:28,25SQCMICSBB047200B2A8,1
35,13:51:28,25SQCMICSBB047200B2A8,2
36,13:51:28,25SQCMICSBB047200B2A8,1
37,13:51:28,25SQCMICSBB047200B2A8,2
38,15:45:49,25SQCMICSBB047200B2A8,2
39,15:45:54,25SQCMICSBB047200B2A8,2
40,15:46:03,25SQCMICSBB047200B2A8,2
41,15:46:04,25SQCMICSBB047200B2A8,1
42,15:46:04,25SQCMICSBB047200B2A8,2
43,15:48:57,25SQCMICSBB047200B2A8,1
44,15:48:58,25SQCMICSBB047200B2A8,2
45,15:49:02,25SQCMICSBB047200B2A8,1
46,15:49:08,25SQCMICSBB047200B2A8,1
47,15:49:09,25SQCMICSBB047200B2A8,2
48,15:05:14,25SQCMICSBB181000B130,2
49,15:05:15,25SQCMICSBB181000B130,1
50,15:05:55,25SQCMICSBB181000B130,1
51,15:05:58,25SQCMICSBB181000B130,2
52,13:54:36,25SQCMICSBB181400B2DD,2
53,13:54:39,25SQCMICSBB181400B2DD,1
54,13:58:27,25SQCMICSBB181400B2DD,1
55,13:58:27,25SQCMICSBB181400B2DD,2
56,9:56:59,25SQCMICSBB1ADA00B24F,1
57,9:57:00,25SQCMICSBB1ADA00B24F,2
58,10:07:19,25SQCMICSBB1ADA00B24F,1
59,10:07:21,25SQCMICSBB1ADA00B24F,2
60,10:14:37,25SQCMICSBB1ADA00B24F,2
61,10:14:38,25SQCMICSBB1ADA00B24F,1
